,Product_ID,Product_Name,Category,Material_Type,Recyclable,Price_USD,Rating,Supplier,Country_of_Origin,Carbon_Footprint_kgCO2
227,EFP228,Biodegradable Organic Cotton Rug,Home,Organic Cotton,Yes,18.94,3.78,RenewGoods,China,1.961
228,EFP229,Eco Organic Cotton Face Cloth,Beauty,Organic Cotton,Yes,38.61,5.0,EarthCraft,China,1.297
229,EFP230,Sustainable Hemp Rug,Home,Hemp,Yes,53.29,4.16,Sustainify,Brazil,0.809
230,EFP231,Natural Organic Cotton Scarf,Fashion,Organic Cotton,Yes,30.25,3.59,RenewGoods,China,0.762
231,EFP232,Eco Glass Shampoo Bar,Beauty,Glass,No,31.72,4.63,EcoLine,India,1.21
232,EFP233,Natural Recycled Plastic Utensil Set,Outdoors,Recycled Plastic,Yes,44.95,5.0,LeafWorks,Turkey,0.621
233,EFP234,Biodegradable Organic Cotton Scarf,Fashion,Organic Cotton,No,97.94,3.56,NaturePro,China,1.365
234,EFP235,Zero-Waste Recycled Plastic Mop Head,Cleaning,Recycled Plastic,No,7.17,3.45,EarthCraft,Germany,0.999
235,EFP236,Handmade Hemp Backpack,Fashion,Hemp,No,81.83,5.0,EcoLine,India,1.324
236,EFP237,Natural Bamboo Storage Jar,Kitchen,Bamboo,No,54.04,4.59,RenewGoods,Mexico,0.134
237,EFP238,Handmade Recycled Plastic Notebook,Office,Recycled Plastic,Yes,35.56,5.0,PurePlanet,India,0.956
238,EFP239,Eco Recycled Metal Utensil Set,Outdoors,Recycled Metal,Yes,18.42,3.79,RenewGoods,Indonesia,1.101
239,EFP240,Reusable Recycled Metal Desk Organizer,Office,Recycled Metal,Yes,7.37,5.0,EarthCraft,India,1.354
240,EFP241,Biodegradable Hemp Coaster,Home,Hemp,Yes,49.63,3.93,RenewGoods,Germany,0.879
241,EFP242,Natural Hemp Utensil Set,Outdoors,Hemp,Yes,85.22,2.75,LeafWorks,Vietnam,0.888
242,EFP243,Biodegradable Organic Cotton Camping Mug,Outdoors,Organic Cotton,Yes,51.39,4.2,EarthCraft,China,1.372
243,EFP244,Zero-Waste Hemp Rug,Home,Hemp,Yes,69.37,3.5,EcoLine,China,0.752
244,EFP245,Handmade Glass Rug,Home,Glass,Yes,19.09,3.6,NaturePro,Mexico,1.163
245,EFP246,Handmade Bamboo Vase,Home,Bamboo,Yes,89.86,4.03,NaturePro,China,0.146
246,EFP247,Zero-Waste Recycled Metal Utensil Set,Outdoors,Recycled Metal,No,84.82,4.24,EcoLine,Germany,2.098
247,EFP248,Zero-Waste Glass Plant Pot,Home,Glass,Yes,109.42,3.81,NaturePro,USA,0.983
248,EFP249,Eco Recycled Plastic Pen,Office,Recycled Plastic,Yes,6.24,4.99,NaturePro,USA,0.771
249,EFP250,Handmade Recycled Plastic Reusable Wrap,Kitchen,Recycled Plastic,Yes,33.33,4.32,EarthCraft,China,0.38
250,EFP251,Reusable Glass Makeup Remover,Beauty,Glass,Yes,13.33,4.01,GreenEarth,USA,1.347
251,EFP252,Handmade Hemp Coaster,Home,Hemp,Yes,36.79,4.45,LeafWorks,Vietnam,1.012
252,EFP253,Handmade Recycled Metal Utensil Set,Outdoors,Recycled Metal,Yes,75.41,4.22,NaturePro,Turkey,1.19
253,EFP254,Handmade Recycled Plastic Cutlery Set,Kitchen,Recycled Plastic,Yes,6.23,4.27,EarthCraft,China,0.582
254,EFP255,Handmade Recycled Plastic Mouse Pad,Office,Recycled Plastic,No,34.92,3.91,NaturePro,Germany,0.616
255,EFP256,Biodegradable Bamboo Makeup Remover,Beauty,Bamboo,Yes,38.43,5.0,RenewGoods,Brazil,0.349
256,EFP257,Natural Hemp Tote Bag,Fashion,Hemp,Yes,51.67,4.85,EarthCraft,USA,1.167
257,EFP258,Biodegradable Recycled Plastic Scrub Pad,Cleaning,Recycled Plastic,Yes,10.03,4.18,NaturePro,USA,0.912
258,EFP259,Sustainable Hemp T-Shirt,Fashion,Hemp,Yes,66.03,3.82,NaturePro,China,1.248
259,EFP260,Sustainable Cork Plant Pot,Home,Cork,Yes,27.55,4.44,GreenEarth,India,0.623
260,EFP261,Reusable Glass Shampoo Bar,Beauty,Glass,Yes,43.72,4.53,GreenEarth,USA,0.968
261,EFP262,Reusable Bamboo Candle Holder,Home,Bamboo,Yes,51.0,3.98,LeafWorks,Indonesia,0.167
262,EFP263,Eco Recycled Plastic Storage Jar,Kitchen,Recycled Plastic,No,49.33,3.42,PurePlanet,Vietnam,0.796
263,EFP264,Biodegradable Recycled Metal Binder,Office,Recycled Metal,Yes,50.99,4.9,PurePlanet,Vietnam,0.94
264,EFP265,Zero-Waste Organic Cotton Vase,Home,Organic Cotton,Yes,34.84,4.8,GreenEarth,Vietnam,0.95
265,EFP266,Zero-Waste Bamboo Picnic Mat,Outdoors,Bamboo,Yes,63.47,3.9,NaturePro,India,0.151
266,EFP267,Reusable Recycled Metal Picnic Mat,Outdoors,Recycled Metal,Yes,13.08,4.01,GreenEarth,India,2.258
267,EFP268,Reusable Recycled Plastic Mouse Pad,Office,Recycled Plastic,Yes,25.61,5.0,EcoLine,India,0.462
268,EFP269,Handmade Recycled Plastic Camping Mug,Outdoors,Recycled Plastic,No,22.44,4.64,LeafWorks,Portugal,0.369
269,EFP270,Zero-Waste Recycled Metal Candle Holder,Home,Recycled Metal,No,89.73,4.23,EarthCraft,USA,1.268
270,EFP271,Zero-Waste Organic Cotton T-Shirt,Fashion,Organic Cotton,Yes,14.55,4.75,Sustainify,China,1.099
271,EFP272,Zero-Waste Organic Cotton Socks,Fashion,Organic Cotton,Yes,59.89,4.41,EarthCraft,India,0.609
272,EFP273,Reusable Bamboo Cleaning Cloth,Cleaning,Bamboo,No,12.24,4.57,LeafWorks,Brazil,0.297
273,EFP274,Sustainable Organic Cotton Water Bottle,Outdoors,Organic Cotton,Yes,78.54,3.57,LeafWorks,USA,1.306
274,EFP275,Handmade Bamboo Throw Pillow,Home,Bamboo,Yes,97.84,4.29,GreenEarth,China,0.265
275,EFP276,Sustainable Bamboo Shampoo Bar,Beauty,Bamboo,No,41.45,4.42,NaturePro,China,0.172
276,EFP277,Eco Recycled Plastic Storage Jar,Kitchen,Recycled Plastic,Yes,41.68,4.58,LeafWorks,Turkey,0.731
277,EFP278,Sustainable Recycled Plastic Scrub Pad,Cleaning,Recycled Plastic,Yes,6.93,3.51,LeafWorks,China,0.887
278,EFP279,Sustainable Cork Utensil Set,Outdoors,Cork,Yes,91.78,4.39,EarthCraft,Vietnam,0.592
279,EFP280,Natural Organic Cotton Socks,Fashion,Organic Cotton,Yes,88.61,4.45,RenewGoods,Germany,1.029
280,EFP281,Biodegradable Hemp Bowl,Outdoors,Hemp,Yes,94.86,4.02,EarthCraft,India,0.953
281,EFP282,Reusable Glass Soap Dish,Beauty,Glass,Yes,24.25,5.0,EarthCraft,China,0.801
282,EFP283,Reusable Glass Makeup Remover,Beauty,Glass,Yes,23.62,3.61,Sustainify,China,0.728
283,EFP284,Eco Cork Candle Holder,Home,Cork,Yes,30.75,2.91,RenewGoods,China,0.594
284,EFP285,Handmade Glass Rug,Home,Glass,Yes,86.16,4.79,EarthCraft,Indonesia,1.02
285,EFP286,Reusable Recycled Metal Spatula,Kitchen,Recycled Metal,Yes,6.86,4.01,LeafWorks,Mexico,1.293
286,EFP287,Reusable Recycled Plastic Utensil Set,Outdoors,Recycled Plastic,Yes,51.07,5.0,LeafWorks,USA,1.067
287,EFP288,Biodegradable Glass Brush,Beauty,Glass,Yes,40.63,4.54,PurePlanet,Germany,0.575
288,EFP289,Sustainable Bamboo Reusable Wrap,Kitchen,Bamboo,Yes,46.88,4.26,PurePlanet,Turkey,0.181
289,EFP290,Zero-Waste Recycled Metal Desk Organizer,Office,Recycled Metal,Yes,18.43,4.16,PurePlanet,India,1.34
290,EFP291,Handmade Recycled Plastic Picnic Mat,Outdoors,Recycled Plastic,Yes,25.79,4.31,NaturePro,India,0.659
291,EFP292,Zero-Waste Organic Cotton Socks,Fashion,Organic Cotton,Yes,71.06,5.0,EarthCraft,China,0.877
292,EFP293,Biodegradable Hemp Rug,Home,Hemp,Yes,35.41,4.26,GreenEarth,Germany,0.874
293,EFP294,Biodegradable Recycled Plastic Toothbrush,Cleaning,Recycled Plastic,No,13.83,3.4,Sustainify,Germany,1.071
294,EFP295,Biodegradable Bamboo Utensil Set,Outdoors,Bamboo,Yes,76.84,4.28,NaturePro,China,0.373
295,EFP296,Biodegradable Recycled Plastic Cleaning Cloth,Cleaning,Recycled Plastic,No,22.31,3.94,EarthCraft,USA,0.5
296,EFP297,Natural Bamboo Shampoo Bar,Beauty,Bamboo,Yes,28.48,3.45,GreenEarth,Vietnam,0.286
297,EFP298,Zero-Waste Organic Cotton Tote Bag,Fashion,Organic Cotton,No,84.33,3.78,NaturePro,Portugal,1.081
298,EFP299,Reusable Bamboo Picnic Mat,Outdoors,Bamboo,No,58.87,3.49,PurePlanet,Indonesia,0.356
299,EFP300,Eco Bamboo Rug,Home,Bamboo,No,28.51,4.39,LeafWorks,India,0.152
300,EFP301,Zero-Waste Cork Sunscreen Stick,Outdoors,Cork,Yes,62.32,3.87,NaturePro,Indonesia,0.549
301,EFP302,Natural Recycled Plastic Toothbrush,Cleaning,Recycled Plastic,Yes,20.01,3.38,EarthCraft,Vietnam,0.856
302,EFP303,Natural Recycled Metal Spatula,Kitchen,Recycled Metal,Yes,40.05,4.54,Sustainify,China,0.986
303,EFP304,Sustainable Hemp Throw Pillow,Home,Hemp,Yes,23.53,5.0,RenewGoods,Vietnam,0.588
304,EFP305,Natural Bamboo Straw,Kitchen,Bamboo,No,16.26,4.22,EcoLine,India,0.174
305,EFP306,Natural Organic Cotton Shampoo Bar,Beauty,Organic Cotton,Yes,16.65,3.74,EcoLine,India,1.632
306,EFP307,Biodegradable Organic Cotton Coaster,Home,Organic Cotton,Yes,81.53,4.94,PurePlanet,China,1.766
307,EFP308,Biodegradable Glass Shampoo Bar,Beauty,Glass,Yes,32.15,3.47,PurePlanet,India,0.793
308,EFP309,Reusable Organic Cotton Throw Pillow,Home,Organic Cotton,Yes,105.15,4.52,LeafWorks,USA,0.842
309,EFP310,Handmade Recycled Plastic Sunscreen Stick,Outdoors,Recycled Plastic,Yes,12.8,3.65,Sustainify,Brazil,0.874
310,EFP311,Sustainable Glass Face Cloth,Beauty,Glass,Yes,38.39,3.54,LeafWorks,China,1.737
311,EFP312,Sustainable Recycled Plastic Lunch Box,Kitchen,Recycled Plastic,Yes,35.28,4.01,NaturePro,China,0.815
312,EFP313,Biodegradable Hemp Coaster,Home,Hemp,Yes,23.04,4.28,EarthCraft,China,1.214
313,EFP314,Reusable Recycled Plastic Straw,Kitchen,Recycled Plastic,Yes,5.18,4.11,EarthCraft,USA,0.559
314,EFP315,Eco Recycled Plastic File Holder,Office,Recycled Plastic,Yes,6.62,3.1,EcoLine,Brazil,0.672
315,EFP316,Natural Recycled Plastic Straw,Kitchen,Recycled Plastic,Yes,34.9,4.5,EcoLine,Portugal,1.047
316,EFP317,Natural Bamboo Water Bottle,Outdoors,Bamboo,Yes,102.56,4.25,NaturePro,Brazil,0.263
317,EFP318,Natural Cork Picnic Mat,Outdoors,Cork,No,93.81,4.14,RenewGoods,USA,0.585
318,EFP319,Eco Hemp Throw Pillow,Home,Hemp,Yes,19.44,4.52,NaturePro,Vietnam,0.919
319,EFP320,Zero-Waste Organic Cotton Rug,Home,Organic Cotton,Yes,113.49,3.66,Sustainify,Indonesia,0.877
320,EFP321,Biodegradable Recycled Metal Picnic Mat,Outdoors,Recycled Metal,Yes,110.79,5.0,RenewGoods,USA,1.07
321,EFP322,Natural Hemp Hat,Fashion,Hemp,Yes,39.29,4.53,Sustainify,Portugal,0.633
322,EFP323,Handmade Recycled Metal Storage Jar,Kitchen,Recycled Metal,Yes,6.36,4.23,EcoLine,India,2.097
323,EFP324,Zero-Waste Bamboo Coaster,Home,Bamboo,Yes,44.09,4.52,EcoLine,India,0.198
324,EFP325,Sustainable Bamboo Camping Mug,Outdoors,Bamboo,Yes,55.38,5.0,EcoLine,China,0.14
325,EFP326,Sustainable Cork Vase,Home,Cork,Yes,101.32,4.93,LeafWorks,India,0.368
326,EFP327,Reusable Hemp Sunscreen Stick,Outdoors,Hemp,Yes,13.64,3.83,PurePlanet,China,0.842
327,EFP328,Biodegradable Cork Camping Mug,Outdoors,Cork,Yes,61.42,4.02,EarthCraft,China,0.683
328,EFP329,Natural Organic Cotton Sunscreen Stick,Outdoors,Organic Cotton,Yes,42.37,2.67,RenewGoods,China,0.883
329,EFP330,Handmade Recycled Plastic Camping Mug,Outdoors,Recycled Plastic,Yes,36.18,4.76,NaturePro,Turkey,0.643
330,EFP331,Zero-Waste Hemp Picnic Mat,Outdoors,Hemp,Yes,96.11,3.85,NaturePro,India,0.446
331,EFP332,Eco Organic Cotton Brush,Beauty,Organic Cotton,No,39.21,2.65,LeafWorks,China,1.03
332,EFP333,Natural Recycled Metal Coaster,Home,Recycled Metal,Yes,11.37,4.19,EcoLine,Indonesia,1.0
333,EFP334,Biodegradable Bamboo Vase,Home,Bamboo,Yes,67.46,4.55,EarthCraft,China,0.16
334,EFP335,Reusable Hemp Coaster,Home,Hemp,No,27.49,4.1,GreenEarth,Brazil,0.75
335,EFP336,Sustainable Recycled Metal Vase,Home,Recycled Metal,Yes,86.94,5.0,RenewGoods,Portugal,2.467
336,EFP337,Zero-Waste Recycled Plastic Mouse Pad,Office,Recycled Plastic,Yes,27.76,3.84,LeafWorks,India,0.677
337,EFP338,Eco Organic Cotton Picnic Mat,Outdoors,Organic Cotton,No,13.45,5.0,EarthCraft,Brazil,1.164
338,EFP339,Natural Organic Cotton Plant Pot,Home,Organic Cotton,Yes,119.02,4.98,Sustainify,Brazil,0.696
339,EFP340,Sustainable Bamboo Rug,Home,Bamboo,Yes,27.5,5.0,PurePlanet,China,0.276
340,EFP341,Handmade Organic Cotton Sunscreen Stick,Outdoors,Organic Cotton,Yes,10.45,3.98,LeafWorks,India,0.547
341,EFP342,Biodegradable Hemp Bowl,Outdoors,Hemp,Yes,110.04,4.31,NaturePro,Brazil,0.699
342,EFP343,Sustainable Organic Cotton Vase,Home,Organic Cotton,Yes,66.1,3.57,EcoLine,USA,0.661
343,EFP344,Eco Hemp Backpack,Fashion,Hemp,No,72.25,4.52,RenewGoods,China,0.551
344,EFP345,Reusable Glass Spatula,Kitchen,Glass,Yes,11.25,4.8,EarthCraft,India,1.069
345,EFP346,Zero-Waste Glass Soap Dish,Beauty,Glass,Yes,11.43,3.75,EcoLine,China,1.251
346,EFP347,Sustainable Recycled Plastic Storage Jar,Kitchen,Recycled Plastic,Yes,37.34,3.81,PurePlanet,China,1.138
347,EFP348,Handmade Hemp Picnic Mat,Outdoors,Hemp,No,70.22,4.76,NaturePro,China,1.214
348,EFP349,Reusable Bamboo Cutlery Set,Kitchen,Bamboo,Yes,10.82,3.57,PurePlanet,Turkey,0.251
349,EFP350,Natural Organic Cotton Water Bottle,Outdoors,Organic Cotton,No,99.52,3.02,EarthCraft,USA,0.649
350,EFP351,Biodegradable Cork Plant Pot,Home,Cork,Yes,121.28,4.72,GreenEarth,Vietnam,0.774
351,EFP352,Zero-Waste Hemp T-Shirt,Fashion,Hemp,Yes,80.19,3.85,EarthCraft,China,1.072
352,EFP353,Zero-Waste Bamboo Storage Jar,Kitchen,Bamboo,No,56.52,4.6,LeafWorks,USA,0.182
353,EFP354,Eco Hemp Scarf,Fashion,Hemp,Yes,106.93,4.9,EarthCraft,India,0.442
354,EFP355,Sustainable Cork Utensil Set,Outdoors,Cork,Yes,19.79,3.88,EcoLine,China,0.584
355,EFP356,Sustainable Hemp Tote Bag,Fashion,Hemp,Yes,73.3,4.55,RenewGoods,Portugal,0.962
356,EFP357,Handmade Organic Cotton Rug,Home,Organic Cotton,No,54.13,4.65,LeafWorks,India,1.425
357,EFP358,Biodegradable Recycled Metal Lunch Box,Kitchen,Recycled Metal,No,17.04,4.43,EcoLine,China,0.748
358,EFP359,Sustainable Organic Cotton Socks,Fashion,Organic Cotton,No,91.06,4.07,RenewGoods,Mexico,1.263
359,EFP360,Zero-Waste Organic Cotton Makeup Remover,Beauty,Organic Cotton,Yes,36.39,3.69,RenewGoods,USA,1.088
360,EFP361,Eco Glass Makeup Remover,Beauty,Glass,Yes,22.18,4.12,PurePlanet,Turkey,0.999
361,EFP362,Reusable Recycled Metal Reusable Wrap,Kitchen,Recycled Metal,Yes,54.78,4.21,NaturePro,Brazil,2.027
362,EFP363,Eco Organic Cotton T-Shirt,Fashion,Organic Cotton,No,37.09,4.63,EarthCraft,India,1.558
363,EFP364,Reusable Organic Cotton Coaster,Home,Organic Cotton,Yes,80.28,3.98,RenewGoods,China,1.6
364,EFP365,Sustainable Bamboo Coaster,Home,Bamboo,Yes,51.56,3.28,LeafWorks,Indonesia,0.264
365,EFP366,Handmade Bamboo Picnic Mat,Outdoors,Bamboo,Yes,56.43,4.96,Sustainify,USA,0.232
366,EFP367,Reusable Bamboo Camping Mug,Outdoors,Bamboo,Yes,57.27,5.0,PurePlanet,USA,0.333
367,EFP368,Zero-Waste Bamboo Utensil Set,Outdoors,Bamboo,Yes,32.64,4.93,GreenEarth,India,0.206
368,EFP369,Zero-Waste Cork Bowl,Outdoors,Cork,Yes,11.09,4.62,Sustainify,USA,0.644
369,EFP370,Natural Bamboo Cleaning Cloth,Cleaning,Bamboo,No,12.44,4.77,RenewGoods,Turkey,0.207
370,EFP371,Handmade Organic Cotton Makeup Remover,Beauty,Organic Cotton,No,7.79,5.0,NaturePro,India,1.966
371,EFP372,Zero-Waste Glass Cotton Pad,Beauty,Glass,Yes,32.9,4.58,RenewGoods,Mexico,1.279
372,EFP373,Handmade Organic Cotton Sunscreen Stick,Outdoors,Organic Cotton,Yes,19.79,3.98,RenewGoods,India,1.259
373,EFP374,Sustainable Recycled Metal Water Bottle,Outdoors,Recycled Metal,Yes,27.3,4.85,NaturePro,Vietnam,1.024
374,EFP375,Reusable Recycled Plastic Bowl,Outdoors,Recycled Plastic,Yes,8.25,4.28,PurePlanet,Indonesia,0.739
375,EFP376,Zero-Waste Bamboo Bowl,Outdoors,Bamboo,Yes,27.79,3.14,PurePlanet,India,0.389
376,EFP377,Handmade Glass Makeup Remover,Beauty,Glass,Yes,13.46,3.5,EarthCraft,Mexico,0.552
377,EFP378,Sustainable Recycled Plastic Sunscreen Stick,Outdoors,Recycled Plastic,No,61.87,2.48,RenewGoods,USA,0.787
378,EFP379,Handmade Hemp Vase,Home,Hemp,Yes,97.63,3.6,GreenEarth,China,1.162
379,EFP380,Biodegradable Organic Cotton Cotton Pad,Beauty,Organic Cotton,Yes,47.18,4.38,RenewGoods,Mexico,0.616
380,EFP381,Eco Organic Cotton Water Bottle,Outdoors,Organic Cotton,Yes,32.75,4.06,Sustainify,USA,1.004
381,EFP382,Natural Recycled Plastic Cleaning Cloth,Cleaning,Recycled Plastic,Yes,14.13,4.42,NaturePro,India,0.457
382,EFP383,Zero-Waste Bamboo Soap Bar,Cleaning,Bamboo,No,4.94,2.75,GreenEarth,China,0.256
383,EFP384,Natural Cork Plant Pot,Home,Cork,Yes,11.86,4.73,Sustainify,USA,0.738
384,EFP385,Biodegradable Organic Cotton Hat,Fashion,Organic Cotton,Yes,82.03,3.26,LeafWorks,China,1.666
385,EFP386,Handmade Bamboo Toothbrush,Cleaning,Bamboo,Yes,10.93,3.88,GreenEarth,Vietnam,0.189
386,EFP387,Reusable Bamboo Lunch Box,Kitchen,Bamboo,Yes,35.68,3.23,LeafWorks,USA,0.139
387,EFP388,Biodegradable Cork Throw Pillow,Home,Cork,Yes,32.73,4.9,RenewGoods,India,0.685
388,EFP389,Sustainable Recycled Metal Throw Pillow,Home,Recycled Metal,Yes,77.09,4.46,EcoLine,Vietnam,1.005
389,EFP390,Eco Organic Cotton Scarf,Fashion,Organic Cotton,No,52.77,4.62,NaturePro,India,1.088
390,EFP391,Biodegradable Bamboo Soap Bar,Cleaning,Bamboo,No,9.83,4.46,LeafWorks,Germany,0.235
391,EFP392,Natural Glass Face Cloth,Beauty,Glass,Yes,34.74,4.74,EarthCraft,Germany,0.613
392,EFP393,Sustainable Hemp Utensil Set,Outdoors,Hemp,Yes,85.71,3.81,NaturePro,India,0.57
393,EFP394,Natural Organic Cotton Tote Bag,Fashion,Organic Cotton,Yes,81.21,3.72,RenewGoods,USA,0.97
394,EFP395,Reusable Bamboo Picnic Mat,Outdoors,Bamboo,Yes,92.24,4.02,NaturePro,USA,0.408
395,EFP396,Natural Recycled Plastic Dish Brush,Cleaning,Recycled Plastic,Yes,4.35,3.26,EcoLine,Indonesia,0.865
396,EFP397,Reusable Cork Pen,Office,Cork,Yes,24.66,4.38,EarthCraft,USA,0.62
397,EFP398,Reusable Recycled Plastic Picnic Mat,Outdoors,Recycled Plastic,Yes,76.05,3.75,EcoLine,Turkey,0.56
398,EFP399,Reusable Organic Cotton Socks,Fashion,Organic Cotton,Yes,42.42,5.0,NaturePro,Turkey,1.381
399,EFP400,Sustainable Recycled Plastic Sunscreen Stick,Outdoors,Recycled Plastic,Yes,77.31,4.85,GreenEarth,India,0.568
400,EFP401,Handmade Recycled Plastic Binder,Office,Recycled Plastic,Yes,27.98,4.0,EarthCraft,USA,0.634
401,EFP402,Handmade Cork Vase,Home,Cork,Yes,77.09,3.96,Sustainify,India,0.503
402,EFP403,Natural Cork Desk Organizer,Office,Cork,Yes,7.41,4.21,GreenEarth,USA,0.695
403,EFP404,Handmade Cork Candle Holder,Home,Cork,Yes,134.53,5.0,LeafWorks,Indonesia,0.485
404,EFP405,Sustainable Glass Candle Holder,Home,Glass,Yes,117.41,4.91,Sustainify,Turkey,1.42
405,EFP406,Sustainable Hemp Utensil Set,Outdoors,Hemp,Yes,16.12,5.0,NaturePro,India,0.733
406,EFP407,Natural Recycled Metal Sunscreen Stick,Outdoors,Recycled Metal,No,101.06,3.6,GreenEarth,China,1.685
407,EFP408,Natural Recycled Metal Notebook,Office,Recycled Metal,Yes,25.34,4.88,NaturePro,Vietnam,1.726
408,EFP409,Natural Bamboo Spatula,Kitchen,Bamboo,No,20.74,4.7,RenewGoods,USA,0.143
409,EFP410,Zero-Waste Recycled Plastic File Holder,Office,Recycled Plastic,Yes,7.22,4.53,GreenEarth,Germany,0.803
410,EFP411,Sustainable Hemp Hat,Fashion,Hemp,Yes,68.22,4.8,LeafWorks,USA,1.042
411,EFP412,Eco Recycled Plastic Spatula,Kitchen,Recycled Plastic,Yes,31.8,3.94,EarthCraft,Germany,0.814
412,EFP413,Zero-Waste Glass Lunch Box,Kitchen,Glass,Yes,40.81,4.37,RenewGoods,Turkey,0.873
413,EFP414,Natural Recycled Plastic Desk Organizer,Office,Recycled Plastic,Yes,12.9,4.04,NaturePro,USA,0.898
414,EFP415,Handmade Recycled Plastic File Holder,Office,Recycled Plastic,Yes,11.9,4.51,GreenEarth,Germany,1.133
415,EFP416,Handmade Hemp T-Shirt,Fashion,Hemp,Yes,81.17,4.31,EarthCraft,China,0.815
416,EFP417,Reusable Cork Vase,Home,Cork,Yes,91.3,4.12,PurePlanet,China,0.565
417,EFP418,Biodegradable Cork Notebook,Office,Cork,Yes,23.98,3.62,GreenEarth,India,0.603
418,EFP419,Zero-Waste Hemp T-Shirt,Fashion,Hemp,Yes,39.36,4.4,Sustainify,USA,0.819
419,EFP420,Reusable Bamboo Toothbrush,Cleaning,Bamboo,Yes,12.67,4.31,NaturePro,Germany,0.353
420,EFP421,Eco Recycled Plastic Water Bottle,Outdoors,Recycled Plastic,Yes,8.02,3.64,GreenEarth,Mexico,0.893
421,EFP422,Eco Recycled Plastic Cleaning Cloth,Cleaning,Recycled Plastic,Yes,17.98,4.85,GreenEarth,Brazil,0.915
422,EFP423,Natural Bamboo Shampoo Bar,Beauty,Bamboo,Yes,6.59,4.19,NaturePro,Vietnam,0.216
423,EFP424,Sustainable Glass Lunch Box,Kitchen,Glass,Yes,21.69,4.02,NaturePro,USA,0.993
424,EFP425,Sustainable Recycled Metal Throw Pillow,Home,Recycled Metal,Yes,162.89,4.77,Sustainify,China,1.778
425,EFP426,Biodegradable Bamboo Scrub Pad,Cleaning,Bamboo,Yes,6.14,5.0,RenewGoods,India,0.256
426,EFP427,Eco Bamboo Brush,Beauty,Bamboo,Yes,32.93,4.24,PurePlanet,Turkey,0.175
427,EFP428,Reusable Glass Shampoo Bar,Beauty,Glass,Yes,27.58,4.9,Sustainify,Brazil,0.752
428,EFP429,Zero-Waste Organic Cotton Tote Bag,Fashion,Organic Cotton,Yes,81.01,4.31,Sustainify,USA,1.122
429,EFP430,Natural Glass Face Cloth,Beauty,Glass,No,17.98,4.8,NaturePro,India,1.32
430,EFP431,Sustainable Hemp Plant Pot,Home,Hemp,Yes,124.8,5.0,EarthCraft,Mexico,1.044
431,EFP432,Eco Recycled Metal Lunch Box,Kitchen,Recycled Metal,Yes,23.15,4.99,Sustainify,China,0.923
432,EFP433,Natural Bamboo Sunscreen Stick,Outdoors,Bamboo,Yes,50.64,4.27,RenewGoods,USA,0.31
433,EFP434,Eco Recycled Plastic Soap Bar,Cleaning,Recycled Plastic,Yes,13.92,4.53,Sustainify,Mexico,0.554
434,EFP435,Sustainable Bamboo Makeup Remover,Beauty,Bamboo,Yes,19.78,3.94,GreenEarth,India,0.335
435,EFP436,Reusable Recycled Plastic Toothbrush,Cleaning,Recycled Plastic,Yes,12.1,3.78,RenewGoods,China,0.756
436,EFP437,Biodegradable Glass Reusable Wrap,Kitchen,Glass,Yes,17.68,4.01,NaturePro,China,1.331
437,EFP438,Zero-Waste Recycled Metal Cutlery Set,Kitchen,Recycled Metal,No,40.51,3.75,PurePlanet,China,2.019
438,EFP439,Eco Bamboo Brush,Beauty,Bamboo,No,7.1,4.01,EcoLine,India,0.296
439,EFP440,Biodegradable Recycled Plastic Reusable Wrap,Kitchen,Recycled Plastic,No,31.2,3.72,GreenEarth,USA,0.923
440,EFP441,Handmade Recycled Plastic Straw,Kitchen,Recycled Plastic,Yes,17.23,3.12,LeafWorks,China,1.137
441,EFP442,Biodegradable Recycled Metal Cutlery Set,Kitchen,Recycled Metal,Yes,47.39,3.25,EcoLine,Indonesia,2.354
442,EFP443,Natural Bamboo Cleaning Cloth,Cleaning,Bamboo,Yes,18.22,3.91,NaturePro,China,0.159
443,EFP444,Handmade Cork Rug,Home,Cork,No,86.58,4.29,RenewGoods,India,0.312
444,EFP445,Handmade Organic Cotton Shampoo Bar,Beauty,Organic Cotton,Yes,27.12,4.07,LeafWorks,China,1.138
445,EFP446,Reusable Glass Cutlery Set,Kitchen,Glass,Yes,9.1,3.61,EcoLine,Mexico,1.522
446,EFP447,Handmade Bamboo Utensil Set,Outdoors,Bamboo,No,61.54,4.14,LeafWorks,China,0.335
447,EFP448,Natural Recycled Plastic Pen,Office,Recycled Plastic,Yes,26.7,4.21,PurePlanet,Brazil,0.763
448,EFP449,Zero-Waste Organic Cotton Soap Dish,Beauty,Organic Cotton,No,44.65,3.51,Sustainify,Brazil,0.612
449,EFP450,Eco Recycled Plastic Dish Brush,Cleaning,Recycled Plastic,No,10.01,4.27,EcoLine,India,0.651
450,EFP451,Eco Organic Cotton Socks,Fashion,Organic Cotton,No,24.32,4.96,RenewGoods,Indonesia,1.491
451,EFP452,Sustainable Recycled Metal Cutlery Set,Kitchen,Recycled Metal,No,55.64,3.68,RenewGoods,USA,1.585
452,EFP453,Natural Bamboo Spatula,Kitchen,Bamboo,Yes,23.82,5.0,Sustainify,Portugal,0.378
453,EFP454,Biodegradable Recycled Plastic Mouse Pad,Office,Recycled Plastic,Yes,33.26,4.05,GreenEarth,USA,0.657
454,EFP455,Sustainable Glass Coaster,Home,Glass,Yes,57.82,4.82,RenewGoods,Vietnam,0.767
